X,Y,Z,t
0.806,-1.409,9.529,5
0.809,-1.424,9.51,5
0.762,-1.416,9.609,5
0.74,-1.395,9.538,5
0.744,-1.413,9.575,5
0.778,-1.452,9.56,5
0.776,-1.48,9.62,5
0.714,-1.433,9.588,5
0.733,-1.392,9.601,5
0.784,-1.416,9.549,5
0.805,-1.425,9.541,5
0.802,-1.411,9.531,5
0.785,-1.413,9.512,5
0.794,-1.383,9.538,5
0.779,-1.372,9.519,5
0.793,-1.409,9.545,4
0.789,-1.42,9.565,5
0.752,-1.404,9.582,5
0.726,-1.363,9.545,5
0.751,-1.389,9.63,5
0.759,-1.444,9.586,5
0.795,-1.453,9.603,5
0.772,-1.435,9.633,5
0.752,-1.4,9.59,5
0.727,-1.385,9.547,5
0.754,-1.415,9.56,5
0.795,-1.423,9.524,5
0.799,-1.417,9.514,5
0.791,-1.389,9.538,5
0.794,-1.386,9.534,5
0.781,-1.417,9.521,5
0.782,-1.421,9.541,5
0.756,-1.409,9.594,5
0.722,-1.406,9.586,4
0.708,-1.415,9.556,5
0.733,-1.441,9.576,5
0.756,-1.451,9.613,5
0.783,-1.474,9.561,5
0.778,-1.4,9.539,5
0.784,-1.396,9.545,5
0.82,-1.409,9.621,5
0.836,-1.432,9.536,5
0.817,-1.43,9.546,5
0.807,-1.426,9.554,5
0.772,-1.422,9.581,5
0.75,-1.403,9.541,5
0.77,-1.433,9.537,5
0.777,-1.448,9.54,5
0.777,-1.472,9.536,5
0.762,-1.427,9.557,5
0.756,-1.373,9.588,5
0.78,-1.388,9.627,4
0.795,-1.423,9.585,5
0.792,-1.428,9.56,5
0.774,-1.442,9.541,5
0.777,-1.408,9.538,5
0.805,-1.404,9.552,5
0.811,-1.463,9.559,5
0.797,-1.428,9.532,5
0.738,-1.387,9.539,5
0.702,-1.378,9.526,5
0.734,-1.41,9.603,5
0.765,-1.428,9.566,5
0.753,-1.441,9.586,5
0.766,-1.409,9.597,5
0.767,-1.403,9.603,5
0.74,-1.399,9.574,5
0.798,-1.414,9.533,5
0.81,-1.415,9.557,5
0.82,-1.437,9.508,4
0.801,-1.405,9.519,5
0.738,-1.384,9.558,5
0.76,-1.403,9.535,5
0.78,-1.413,9.541,5
0.743,-1.399,9.536,5
0.739,-1.42,9.546,5
0.729,-1.428,9.586,5
0.762,-1.435,9.577,5
0.796,-1.447,9.562,5
0.792,-1.426,9.589,5
0.761,-1.383,9.574,5
0.759,-1.347,9.557,5
0.794,-1.388,9.553,5
0.797,-1.407,9.513,5
0.826,-1.426,9.497,5
0.809,-1.385,9.54,5
0.749,-1.404,9.598,5
0.75,-1.423,9.565,4
0.743,-1.458,9.531,5
0.752,-1.457,9.546,5
0.761,-1.421,9.587,5
0.727,-1.405,9.593,5
0.729,-1.392,9.57,5
0.761,-1.413,9.573,5
0.77,-1.435,9.558,5
0.786,-1.407,9.553,5
0.771,-1.406,9.537,5
0.742,-1.407,9.542,5
0.78,-1.41,9.57,5
0.799,-1.432,9.538,5
0.8,-1.428,9.546,5
0.738,-1.41,9.567,5
0.7,-1.389,9.557,5
0.74,-1.418,9.546,5
0.768,-1.441,9.605,4
0.76,-1.429,9.629,5
0.762,-1.4,9.621,5
0.75,-1.407,9.575,5
0.781,-1.421,9.582,5
0.809,-1.427,9.555,5
0.84,-1.451,9.553,5
0.831,-1.443,9.575,5
0.806,-1.375,9.545,5
0.782,-1.384,9.521,5
0.789,-1.397,9.517,5
0.759,-1.426,9.542,5
0.75,-1.446,9.59,5
0.721,-1.43,9.573,5
0.725,-1.44,9.574,5
0.746,-1.438,9.54,5
0.786,-1.429,9.53,5
0.812,-1.423,9.558,5
0.801,-1.385,9.565,4
0.771,-1.364,9.558,5
0.775,-1.358,9.559,5
0.799,-1.407,9.549,5
0.801,-1.438,9.527,5
0.791,-1.407,9.61,5
0.743,-1.395,9.547,5
0.735,-1.419,9.539,5
0.762,-1.452,9.533,5
0.753,-1.45,9.547,5
0.755,-1.413,9.58,5
0.728,-1.421,9.595,5
0.741,-1.384,9.595,5
0.781,-1.427,9.537,5
0.799,-1.415,9.583,5
0.799,-1.404,9.586,5
0.765,-1.395,9.562,5
0.766,-1.438,9.548,5
0.821,-1.409,9.519,4
0.808,-1.422,9.538,5
0.788,-1.438,9.525,5
0.749,-1.392,9.569,5
0.746,-1.383,9.565,5
0.74,-1.419,9.573,5
0.753,-1.454,9.579,5
0.777,-1.427,9.57,5
0.768,-1.405,9.578,5
0.762,-1.394,9.576,5
0.795,-1.403,9.517,5
0.84,-1.398,9.536,5
0.841,-1.41,9.51,5
0.808,-1.404,9.57,5
0.78,-1.389,9.575,5
0.779,-1.4,9.565,5
0.817,-1.425,9.55,5
0.788,-1.418,9.518,4
0.775,-1.429,9.552,5
0.746,-1.431,9.554,5
0.736,-1.416,9.564,5
0.766,-1.468,9.573,5
0.777,-1.447,9.552,5
0.766,-1.41,9.551,5
0.74,-1.391,9.551,5
0.785,-1.365,9.575,5
0.818,-1.39,9.584,5
0.803,-1.423,9.519,5
0.79,-1.453,9.533,5
0.778,-1.397,9.539,5
0.757,-1.409,9.561,5
0.754,-1.404,9.538,5
0.755,-1.43,9.524,5
0.753,-1.424,9.539,5
0.722,-1.427,9.571,5
0.734,-1.387,9.608,4
0.767,-1.42,9.576,5
0.8,-1.44,9.54,5
0.801,-1.427,9.54,5
0.811,-1.412,9.552,5
0.8,-1.396,9.546,5
0.804,-1.397,9.555,5
0.792,-1.434,9.532,5
0.795,-1.422,9.549,5
0.753,-1.397,9.592,5
0.727,-1.376,9.569,5
0.703,-1.38,9.563,5
0.734,-1.426,9.553,5
0.765,-1.45,9.542,5
0.755,-1.46,9.556,5
0.74,-1.433,9.559,5
0.737,-1.416,9.544,5
0.783,-1.416,9.557,5
0.806,-1.424,9.511,4
0.804,-1.421,9.556,5
0.782,-1.431,9.562,5
0.779,-1.401,9.569,5
0.794,-1.414,9.583,5
0.796,-1.424,9.494,5
0.789,-1.45,9.548,5
0.725,-1.443,9.569,5
0.732,-1.427,9.555,5
0.757,-1.435,9.572,5
0.758,-1.414,9.545,5
0.771,-1.433,9.553,5
0.769,-1.399,9.572,5
0.77,-1.377,9.602,5
0.772,-1.394,9.565,5
0.81,-1.411,9.544,5
0.79,-1.422,9.522,5
0.794,-1.432,9.52,5
0.775,-1.389,9.56,4
0.75,-1.4,9.551,5
0.753,-1.393,9.538,5
0.748,-1.443,9.542,5
0.742,-1.454,9.524,5
0.75,-1.449,9.556,5
0.733,-1.408,9.601,5
0.743,-1.441,9.58,5
0.805,-1.443,9.583,5
0.81,-1.476,9.543,5
0.803,-1.436,9.554,5
0.795,-1.397,9.568,5
0.771,-1.396,9.554,5
0.788,-1.416,9.507,5
0.777,-1.428,9.56,5
0.736,-1.394,9.548,5
0.72,-1.403,9.57,5
0.691,-1.403,9.559,5
0.725,-1.425,9.535,4
0.75,-1.438,9.573,5
0.753,-1.445,9.585,5
0.724,-1.379,9.61,5
0.763,-1.39,9.625,5
0.78,-1.38,9.555,5
0.801,-1.414,9.568,5
0.794,-1.381,9.543,5
0.755,-1.4,9.516,5
0.751,-1.405,9.568,5
0.773,-1.391,9.519,5
0.79,-1.446,9.519,5
0.765,-1.437,9.521,5
0.731,-1.44,9.545,5
0.722,-1.434,9.542,5
0.745,-1.439,9.564,5
0.812,-1.442,9.571,5
0.813,-1.443,9.591,4
0.786,-1.426,9.574,5
0.797,-1.4,9.565,5
0.827,-1.427,9.532,5
0.852,-1.434,9.516,5
0.895,-1.445,9.542,5
0.847,-1.397,9.546,5
0.818,-1.379,9.543,5
0.765,-1.366,9.553,5
0.757,-1.388,9.57,5
0.794,-1.428,9.573,5
0.763,-1.432,9.597,5
0.743,-1.411,9.599,5
0.767,-1.424,9.65,5
0.782,-1.402,9.567,5
0.801,-1.439,9.568,5
0.804,-1.412,9.532,5
0.8,-1.403,9.507,5
0.767,-1.382,9.517,4
0.764,-1.381,9.545,5
0.762,-1.384,9.539,5
0.732,-1.376,9.559,5
0.702,-1.382,9.548,5
0.692,-1.373,9.613,5
0.751,-1.385,9.617,5
0.74,-1.431,9.565,5
0.756,-1.423,9.566,5
0.733,-1.409,9.557,5
0.753,-1.361,9.588,5
0.744,-1.369,9.559,5
0.759,-1.415,9.538,5
0.802,-1.448,9.546,5
0.793,-1.457,9.544,5
0.791,-1.425,9.555,5
0.792,-1.433,9.51,5
0.791,-1.424,9.496,5
0.784,-1.446,9.531,4
0.791,-1.425,9.561,5
0.747,-1.455,9.533,5
0.755,-1.424,9.548,5
0.766,-1.417,9.551,5
0.79,-1.453,9.555,5
0.776,-1.459,9.535,5
0.781,-1.415,9.549,5
0.78,-1.413,9.552,5
0.807,-1.388,9.535,5
0.821,-1.409,9.546,5
0.814,-1.399,9.544,5
0.803,-1.415,9.511,5
0.757,-1.392,9.549,5
0.752,-1.372,9.594,5
0.728,-1.424,9.563,5
0.735,-1.432,9.56,5
0.72,-1.426,9.594,5
0.745,-1.426,9.588,4
0.754,-1.42,9.602,5
0.746,-1.41,9.58,5
0.767,-1.418,9.544,5
0.797,-1.386,9.513,5
0.754,-1.366,9.538,5
0.762,-1.374,9.531,5
0.798,-1.382,9.557,5
0.778,-1.406,9.534,5
0.762,-1.396,9.533,5
0.754,-1.403,9.556,5
0.759,-1.395,9.573,5
0.78,-1.405,9.55,5
0.792,-1.454,9.508,5
0.787,-1.437,9.524,5
0.773,-1.422,9.543,5
0.77,-1.407,9.605,5
0.757,-1.377,9.558,5
0.813,-1.424,9.547,4
0.846,-1.436,9.551,5
0.84,-1.465,9.584,5
0.798,-1.438,9.578,5
0.804,-1.394,9.535,5
0.834,-1.425,9.513,5
0.794,-1.41,9.524,5
0.762,-1.417,9.537,5
0.736,-1.41,9.572,5
0.727,-1.376,9.552,5
0.766,-1.402,9.554,5
0.757,-1.413,9.523,5
0.777,-1.417,9.553,5
0.755,-1.378,9.549,5
0.766,-1.388,9.595,5
0.792,-1.414,9.572,5
0.797,-1.423,9.534,5
0.818,-1.425,9.55,4
0.77,-1.39,9.585,5
0.752,-1.371,9.62,5
0.741,-1.405,9.551,5
0.745,-1.436,9.529,5
0.757,-1.448,9.526,5
0.738,-1.44,9.517,5
0.746,-1.416,9.562,5
0.745,-1.378,9.56,5
0.774,-1.392,9.553,5
0.801,-1.42,9.527,5
0.824,-1.421,9.508,5
0.792,-1.394,9.551,5
0.807,-1.407,9.56,5
0.809,-1.405,9.563,5
0.806,-1.441,9.569,5
0.799,-1.433,9.557,5
0.744,-1.424,9.566,5
0.755,-1.434,9.539,4
0.762,-1.436,9.526,5
0.796,-1.428,9.551,5
0.784,-1.458,9.548,5
0.772,-1.446,9.616,5
0.778,-1.387,9.615,5
0.792,-1.383,9.594,5
0.791,-1.422,9.499,5
0.824,-1.441,9.566,5
0.825,-1.417,9.554,5
0.792,-1.412,9.53,5
0.8,-1.407,9.57,5
0.78,-1.401,9.563,5
0.749,-1.41,9.549,5
0.746,-1.424,9.586,5
0.703,-1.407,9.586,5
0.706,-1.414,9.596,5
0.733,-1.443,9.575,5
0.766,-1.441,9.582,4
0.757,-1.425,9.543,5
0.785,-1.384,9.526,5
0.75,-1.362,9.566,5
0.795,-1.391,9.579,5
0.795,-1.406,9.526,5
0.783,-1.406,9.518,5
0.786,-1.366,9.568,5
0.755,-1.383,9.57,5
0.73,-1.374,9.588,5
0.755,-1.431,9.542,5
0.761,-1.447,9.572,5
0.752,-1.446,9.59,5
0.748,-1.414,9.603,5
0.767,-1.394,9.55,5
0.8,-1.414,9.542,5
0.838,-1.451,9.547,5
0.819,-1.446,9.608,5
0.807,-1.417,9.533,4
0.797,-1.38,9.572,5
0.817,-1.419,9.616,5
0.838,-1.425,9.556,5
0.82,-1.435,9.547,5
0.772,-1.415,9.536,5
0.754,-1.41,9.513,5
0.771,-1.402,9.547,5
0.753,-1.388,9.564,5
0.783,-1.384,9.562,5
0.758,-1.391,9.588,5
0.749,-1.411,9.575,5
0.759,-1.4,9.554,5
0.786,-1.403,9.517,5
0.788,-1.399,9.543,5
0.775,-1.411,9.582,5
0.783,-1.398,9.612,5
0.749,-1.386,9.563,5
0.77,-1.392,9.525,4
0.757,-1.405,9.54,5
0.734,-1.393,9.551,5
0.697,-1.404,9.566,5
0.698,-1.419,9.532,5
0.739,-1.427,9.569,5
0.776,-1.437,9.552,5
0.777,-1.418,9.585,5
0.755,-1.393,9.568,5
0.758,-1.369,9.549,5
0.808,-1.397,9.567,5
0.836,-1.425,9.602,5
0.793,-1.438,9.593,5
0.759,-1.393,9.602,5
0.778,-1.392,9.51,5
0.757,-1.437,9.512,5
0.801,-1.465,9.599,5
0.78,-1.449,9.583,5
0.755,-1.419,9.539,4
0.739,-1.388,9.522,5
0.75,-1.396,9.553,5
0.81,-1.433,9.592,5
0.811,-1.447,9.559,5
0.802,-1.424,9.506,5
0.8,-1.443,9.524,5
0.8,-1.416,9.567,5
0.821,-1.433,9.506,5
0.808,-1.419,9.574,5
0.784,-1.423,9.554,5
0.733,-1.384,9.587,5
0.719,-1.375,9.579,5
0.712,-1.405,9.555,5
0.726,-1.422,9.553,5
0.722,-1.441,9.539,5
0.742,-1.423,9.608,5
0.764,-1.398,9.549,4
0.776,-1.408,9.504,5
0.815,-1.408,9.507,5
0.797,-1.412,9.531,5
0.769,-1.376,9.556,5
0.759,-1.355,9.548,5
0.793,-1.387,9.521,5
0.81,-1.395,9.556,5
0.817,-1.418,9.547,5
0.774,-1.426,9.644,5
0.776,-1.411,9.599,5
0.774,-1.423,9.595,5
0.796,-1.426,9.544,5
0.803,-1.438,9.545,5
0.787,-1.425,9.561,5
0.767,-1.399,9.57,5
0.778,-1.393,9.572,5
0.804,-1.405,9.539,5
0.822,-1.43,9.521,4
0.825,-1.414,9.561,5
0.803,-1.387,9.635,5
0.775,-1.388,9.559,5
0.779,-1.433,9.528,5
0.793,-1.474,9.469,5
0.724,-1.463,9.556,5
0.736,-1.403,9.635,5
0.721,-1.403,9.584,5
0.73,-1.401,9.523,5
0.792,-1.419,9.531,5
0.761,-1.442,9.553,5
0.777,-1.407,9.587,5
0.779,-1.389,9.58,5
0.798,-1.396,9.558,5
0.806,-1.416,9.516,5
0.781,-1.387,9.561,5
0.728,-1.4,9.595,5
0.689,-1.374,9.572,4
0.694,-1.388,9.561,5
0.728,-1.424,9.554,5
0.717,-1.461,9.535,5
0.718,-1.431,9.564,5
0.714,-1.423,9.596,5
0.748,-1.375,9.543,5
0.768,-1.396,9.491,5
0.839,-1.404,9.48,5
0.824,-1.407,9.524,5
0.774,-1.391,9.573,5
0.781,-1.379,9.521,5
0.772,-1.384,9.519,5
0.786,-1.425,9.556,5
0.793,-1.441,9.606,5
0.754,-1.428,9.617,5
0.757,-1.419,9.603,5
0.76,-1.446,9.541,5
0.793,-1.46,9.522,4
0.808,-1.415,9.568,5
0.789,-1.408,9.535,5
0.798,-1.386,9.582,5
0.789,-1.385,9.514,5
0.836,-1.402,9.487,5
0.838,-1.425,9.553,5
0.806,-1.405,9.601,5
0.777,-1.378,9.638,5
0.781,-1.389,9.605,5
0.783,-1.367,9.531,5
0.781,-1.389,9.56,5
0.764,-1.402,9.643,5
0.744,-1.4,9.648,5
0.731,-1.41,9.601,5
0.727,-1.407,9.54,5
0.774,-1.445,9.506,5
0.769,-1.426,9.515,5
0.755,-1.41,9.528,4
0.763,-1.386,9.524,5
0.773,-1.388,9.527,5
0.775,-1.414,9.498,5
0.777,-1.389,9.534,5
0.758,-1.375,9.612,5
0.75,-1.395,9.593,5
0.765,-1.425,9.533,5
0.75,-1.474,9.537,5
0.771,-1.473,9.566,5
0.775,-1.45,9.631,5
0.762,-1.406,9.641,5
0.764,-1.398,9.56,5
0.806,-1.421,9.504,5
0.819,-1.433,9.503,5
0.819,-1.422,9.559,5
0.809,-1.423,9.603,5
0.82,-1.409,9.542,4
0.823,-1.429,9.505,5
0.824,-1.458,9.533,5
0.807,-1.441,9.545,5
0.783,-1.443,9.621,5
0.761,-1.415,9.606,5
0.76,-1.413,9.538,5
0.797,-1.426,9.573,5
0.791,-1.406,9.631,5
0.776,-1.395,9.587,5
0.793,-1.392,9.552,5
0.827,-1.396,9.535,5
0.834,-1.414,9.52,5
0.792,-1.408,9.522,5
0.777,-1.397,9.615,5
0.737,-1.398,9.611,5
0.735,-1.422,9.572,5
0.741,-1.414,9.507,5
0.731,-1.404,9.522,4
0.712,-1.423,9.57,5
0.698,-1.419,9.598,5
0.717,-1.426,9.565,5
0.772,-1.435,9.503,5
0.797,-1.433,9.487,5
0.799,-1.387,9.557,5
0.794,-1.402,9.534,5
0.791,-1.391,9.539,5
0.801,-1.391,9.531,5
0.783,-1.412,9.559,5
0.781,-1.396,9.547,5
0.753,-1.392,9.552,5
0.762,-1.397,9.591,5
0.779,-1.41,9.528,5
0.814,-1.443,9.521,5
0.816,-1.459,9.555,5
0.788,-1.429,9.587,5
0.786,-1.407,9.59,4
0.797,-1.365,9.52,5
0.822,-1.375,9.489,5
0.827,-1.409,9.474,5
0.821,-1.392,9.582,5
0.81,-1.385,9.6,5
0.796,-1.393,9.54,5
0.813,-1.407,9.458,5
0.825,-1.406,9.533,5
0.787,-1.393,9.668,5
0.754,-1.419,9.563,5
0.754,-1.365,9.571,5
0.756,-1.403,9.564,5
0.777,-1.413,9.574,5
0.759,-1.408,9.64,5
0.771,-1.362,9.66,5
0.755,-1.37,9.585,5
0.782,-1.399,9.601,5
0.785,-1.424,9.479,4
0.767,-1.401,9.486,5
0.743,-1.41,9.568,5
0.722,-1.387,9.544,5
0.706,-1.418,9.503,5
0.731,-1.439,9.503,5
0.734,-1.446,9.544,5
0.712,-1.431,9.662,5
0.733,-1.428,9.595,5
0.755,-1.45,9.515,5
0.806,-1.468,9.486,5
0.827,-1.495,9.51,5
0.805,-1.479,9.534,5
0.802,-1.441,9.555,5
0.803,-1.441,9.51,5
0.823,-1.443,9.518,5
0.828,-1.469,9.532,5
0.816,-1.427,9.552,5
0.792,-1.407,9.592,4
0.783,-1.413,9.567,5
0.795,-1.442,9.5,5
0.781,-1.444,9.495,5
0.801,-1.443,9.565,5
0.807,-1.41,9.654,5
0.791,-1.407,9.572,5
0.795,-1.366,9.545,5
0.835,-1.374,9.542,5
0.83,-1.358,9.623,5
0.784,-1.358,9.604,5
0.78,-1.346,9.575,5
0.793,-1.368,9.53,5
0.761,-1.349,9.512,5
0.75,-1.334,9.517,5
0.697,-1.353,9.607,5
0.681,-1.366,9.593,5
0.698,-1.352,9.563,4
0.747,-1.385,9.547,5
0.766,-1.389,9.581,5
0.735,-1.396,9.57,5
0.746,-1.388,9.583,5
0.766,-1.384,9.526,5
0.782,-1.415,9.458,5
0.814,-1.435,9.52,5
0.77,-1.458,9.504,5
0.767,-1.446,9.65,5
0.755,-1.448,9.526,5
0.775,-1.499,9.485,5
0.8,-1.515,9.618,5
0.792,-1.531,9.672,5
0.777,-1.481,9.684,5
0.732,-1.464,9.547,5
0.78,-1.439,9.529,5
0.805,-1.423,9.519,5
0.787,-1.398,9.514,4
0.791,-1.388,9.546,5
0.776,-1.354,9.552,5
0.788,-1.388,9.544,5
0.811,-1.4,9.505,5
0.806,-1.412,9.527,5
0.758,-1.427,9.564,5
0.728,-1.425,9.527,5
0.721,-1.429,9.533,5
0.789,-1.431,9.51,5
0.78,-1.444,9.561,5
0.78,-1.422,9.621,5
0.727,-1.407,9.586,5
0.767,-1.395,9.619,5
0.783,-1.421,9.546,5
0.825,-1.411,9.54,5
0.816,-1.402,9.6,5
0.808,-1.406,9.593,5
0.801,-1.407,9.568,4
0.784,-1.385,9.518,5
0.769,-1.391,9.501,5
0.769,-1.4,9.551,5
0.718,-1.406,9.554,5
0.73,-1.431,9.575,5
0.771,-1.459,9.577,5
0.794,-1.481,9.533,5
0.779,-1.483,9.613,5
0.752,-1.453,9.619,5
0.795,-1.42,9.561,5
0.797,-1.411,9.533,5
0.816,-1.419,9.486,5
0.81,-1.409,9.514,5
0.792,-1.368,9.594,5
0.763,-1.354,9.591,5
0.771,-1.353,9.579,5
0.76,-1.372,9.549,5
0.752,-1.399,9.543,4
0.754,-1.399,9.561,5
0.73,-1.365,9.587,5
0.73,-1.361,9.591,5
0.764,-1.379,9.582,5
0.795,-1.387,9.541,5
0.806,-1.391,9.539,5
0.783,-1.397,9.562,5
0.784,-1.446,9.535,5
0.802,-1.472,9.529,5
0.802,-1.49,9.546,5
0.767,-1.459,9.533,5
0.745,-1.454,9.55,5
0.744,-1.445,9.53,5
0.768,-1.461,9.511,5
0.752,-1.475,9.562,5
0.787,-1.471,9.594,5
0.785,-1.428,9.645,5
0.743,-1.418,9.61,4
0.796,-1.422,9.6,5
0.807,-1.427,9.554,5
0.837,-1.444,9.548,5
0.813,-1.421,9.541,5
0.778,-1.394,9.56,5
0.767,-1.378,9.543,5
0.783,-1.39,9.502,5
0.763,-1.388,9.55,5
0.726,-1.393,9.534,5
0.712,-1.387,9.544,5
0.72,-1.379,9.438,5
0.742,-1.421,9.588,5
0.759,-1.421,9.644,5
0.772,-1.404,9.429,5
0.741,-1.336,9.615,5
0.797,-1.345,9.79,5
0.847,-1.399,9.59,4
0.852,-1.429,9.41,5
0.817,-1.408,9.528,5
0.803,-1.37,9.747,5
0.792,-1.393,9.755,5
0.806,-1.38,9.549,5
0.817,-1.428,9.408,5
0.806,-1.455,9.511,5
0.813,-1.462,9.65,5
0.798,-1.432,9.585,5
0.803,-1.482,9.484,5
0.834,-1.481,9.51,5
0.83,-1.473,9.537,5
0.852,-1.482,9.534,5
0.813,-1.466,9.565,5
0.807,-1.454,9.607,5
0.826,-1.451,9.484,5
0.829,-1.481,9.476,5
0.802,-1.43,9.52,4
0.769,-1.378,9.631,5
0.73,-1.346,9.66,5
0.729,-1.335,9.585,5
0.778,-1.373,9.507,5
0.767,-1.364,9.566,5
0.756,-1.341,9.744,5
0.782,-1.34,9.705,5
0.766,-1.37,9.528,5
0.772,-1.378,9.447,5
0.766,-1.398,9.547,5
0.762,-1.378,9.739,5
0.743,-1.391,9.613,5
0.721,-1.398,9.395,5
0.725,-1.392,9.377,5
0.746,-1.409,9.57,5
0.72,-1.413,9.753,5
0.691,-1.408,9.601,5
0.712,-1.417,9.516,4
0.762,-1.413,9.506,5
0.786,-1.434,9.56,5
0.756,-1.398,9.567,5
0.768,-1.366,9.595,5
0.771,-1.377,9.58,5
0.81,-1.392,9.574,5
0.81,-1.413,9.563,5
0.82,-1.435,9.592,5
0.841,-1.426,9.469,5
0.809,-1.403,9.422,5
0.823,-1.455,9.527,5
0.843,-1.49,9.741,5
0.822,-1.517,9.416,5
0.762,-1.483,9.307,5
0.783,-1.462,9.574,5
0.837,-1.434,9.736,5
0.852,-1.443,9.506,5
0.84,-1.478,9.362,4
0.861,-1.443,9.57,5
0.871,-1.416,9.842,5
0.855,-1.421,9.536,5
0.841,-1.442,9.312,5
0.834,-1.418,9.466,5
0.798,-1.414,9.835,5
0.751,-1.39,9.78,5
0.742,-1.381,9.46,5
0.747,-1.368,9.391,5
0.75,-1.412,9.725,5
0.746,-1.46,9.841,5
0.714,-1.409,9.616,5
0.693,-1.389,9.422,5
0.722,-1.385,9.487,5
0.781,-1.383,9.589,5
0.792,-1.382,9.465,5
0.774,-1.373,9.498,5
0.724,-1.377,9.59,4
0.756,-1.389,9.552,5
0.755,-1.388,9.496,5
0.718,-1.397,9.552,5
0.71,-1.384,9.711,5
0.701,-1.378,9.725,5
0.715,-1.354,9.572,5
0.739,-1.4,9.571,5
0.787,-1.399,9.603,5
0.806,-1.391,9.672,5
0.794,-1.379,9.615,5
0.811,-1.377,9.507,5
0.816,-1.409,9.495,5
0.847,-1.431,9.524,5
0.861,-1.463,9.489,5
0.818,-1.464,9.498,5
0.796,-1.462,9.52,5
0.813,-1.469,9.515,5
0.823,-1.492,9.489,4
0.816,-1.491,9.506,5
0.788,-1.503,9.574,5
0.78,-1.476,9.658,5
0.824,-1.43,9.532,5
0.804,-1.429,9.5,5
0.83,-1.426,9.6,5
0.811,-1.419,9.65,5
0.79,-1.377,9.647,5
0.786,-1.387,9.508,5
0.796,-1.392,9.495,5
0.802,-1.372,9.562,5
0.742,-1.376,9.595,5
0.705,-1.37,9.559,5
0.692,-1.379,9.547,5
0.709,-1.386,9.504,5
0.725,-1.407,9.493,5
0.718,-1.422,9.551,4
0.694,-1.4,9.582,5
0.712,-1.38,9.554,5
0.743,-1.387,9.563,5
0.776,-1.394,9.519,5
0.764,-1.38,9.529,5
0.761,-1.384,9.597,5
0.741,-1.351,9.588,5
0.76,-1.38,9.592,5
0.776,-1.396,9.527,5
0.77,-1.387,9.568,5
0.76,-1.396,9.585,5
0.734,-1.401,9.576,5
0.762,-1.441,9.53,5
0.787,-1.445,9.543,5
0.801,-1.488,9.515,5
0.812,-1.458,9.554,5
0.836,-1.456,9.562,5
0.842,-1.43,9.537,4
0.842,-1.451,9.485,5
0.86,-1.483,9.495,5
0.85,-1.49,9.551,5
0.845,-1.447,9.604,5
0.807,-1.423,9.6,5
0.794,-1.414,9.519,5
0.784,-1.413,9.514,5
0.793,-1.435,9.626,5
0.779,-1.408,9.688,5
0.749,-1.39,9.633,5
0.733,-1.374,9.545,5
0.78,-1.373,9.533,5
0.803,-1.396,9.541,5
0.783,-1.372,9.577,5
0.774,-1.369,9.546,5
0.777,-1.38,9.542,5
0.757,-1.407,9.521,5
0.786,-1.396,9.544,4
0.732,-1.377,9.584,5
0.718,-1.373,9.557,5
0.716,-1.433,9.547,5
0.723,-1.447,9.554,5
0.733,-1.452,9.556,5
0.706,-1.428,9.57,5
0.732,-1.372,9.615,5
0.737,-1.359,9.574,5
0.78,-1.349,9.514,5
0.794,-1.393,9.531,5
0.794,-1.39,9.57,5
0.778,-1.384,9.601,5
0.767,-1.382,9.553,5
0.789,-1.409,9.532,5
0.792,-1.451,9.538,5
0.784,-1.468,9.538,5
0.743,-1.438,9.54,5
0.738,-1.445,9.557,4
0.749,-1.48,9.499,5
0.76,-1.473,9.487,5
0.796,-1.445,9.541,5
0.818,-1.438,9.589,5
0.793,-1.398,9.605,5
0.798,-1.394,9.549,5
0.841,-1.415,9.538,5
0.845,-1.432,9.549,5
0.806,-1.406,9.58,5
0.767,-1.393,9.594,5
0.752,-1.343,9.575,5
0.747,-1.389,9.553,5
0.734,-1.398,9.587,5
0.715,-1.431,9.565,5
0.713,-1.403,9.599,5
0.706,-1.398,9.571,5
0.756,-1.407,9.547,5
0.76,-1.435,9.536,4
0.774,-1.436,9.539,5
0.769,-1.43,9.564,5
0.779,-1.44,9.56,5
0.748,-1.432,9.529,5
0.797,-1.441,9.532,5
0.792,-1.43,9.55,5
0.756,-1.414,9.582,5
0.732,-1.417,9.553,5
0.741,-1.411,9.548,5
0.759,-1.409,9.543,5
0.786,-1.428,9.559,5
0.789,-1.416,9.618,5
0.782,-1.407,9.577,5
0.812,-1.403,9.568,5
0.84,-1.394,9.536,5
0.854,-1.429,9.526,5
0.85,-1.405,9.601,4
0.831,-1.391,9.572,5
0.816,-1.381,9.535,5
0.831,-1.431,9.522,5
0.824,-1.451,9.549,5
0.802,-1.453,9.604,5
0.771,-1.439,9.555,5
0.739,-1.416,9.558,5
0.77,-1.423,9.567,5
0.799,-1.42,9.573,5
0.789,-1.438,9.607,5
0.771,-1.365,9.602,5
0.773,-1.372,9.517,5
0.788,-1.395,9.554,5
0.825,-1.421,9.53,5
0.776,-1.407,9.555,5
0.768,-1.389,9.621,5
0.735,-1.378,9.597,5
0.717,-1.408,9.536,4
0.73,-1.406,9.528,5
0.743,-1.442,9.574,5
0.74,-1.435,9.556,5
0.733,-1.425,9.543,5
0.761,-1.437,9.543,5
0.782,-1.423,9.557,5
0.794,-1.425,9.533,5
0.794,-1.402,9.544,5
