X,Y,Z,t
0.6,-0.308,9.546,5
0.614,-0.416,9.872,5
0.624,-0.661,9.934,5
0.638,-0.847,9.838,5
0.612,-1.028,9.193,5
0.612,-1.209,8.885,5
0.643,-1.377,8.944,5
0.698,-1.483,9.396,5
0.741,-1.436,9.686,5
0.756,-1.247,9.719,5
0.852,-1.185,9.3,5
0.911,-1.155,9.168,5
0.96,-1.104,9.483,5
0.973,-1.043,9.716,5
0.936,-0.756,9.597,5
0.76,-0.548,9.461,5
0.635,-0.595,9.584,5
0.579,-0.742,9.87,4
0.561,-1.009,10.028,5
0.561,-1.189,10.001,5
0.559,-1.282,9.922,5
0.579,-1.322,10.09,5
0.561,-1.346,10.131,5
0.61,-1.379,9.992,5
0.585,-1.452,9.513,5
0.629,-1.562,9.122,5
0.596,-1.652,8.843,5
0.535,-1.624,8.877,5
0.573,-1.453,8.854,5
0.598,-1.216,9.268,5
0.594,-0.967,9.646,5
0.68,-0.712,9.858,5
0.831,-0.557,9.662,5
0.875,-0.51,9.726,5
0.892,-0.616,10.061,5
0.917,-0.9,10.166,4
0.912,-1.195,9.593,5
0.839,-1.498,8.66,5
0.77,-1.796,8.879,5
0.739,-1.866,9.623,5
0.755,-1.555,9.914,5
0.87,-1.055,9.615,5
0.808,-0.782,9.455,5
0.882,-0.485,9.962,5
1.083,-0.374,10.2,5
1.294,-0.392,10.124,5
1.248,-0.581,9.427,5
1.098,-0.761,9.369,5
0.926,-0.934,9.759,5
0.717,-1.031,10.034,5
0.617,-1.173,9.429,5
0.617,-1.316,9.587,5
0.679,-1.431,9.943,4
0.839,-1.547,9.992,5
1.051,-1.625,9.498,5
1.203,-1.631,9.082,5
1.226,-1.627,9.26,5
1.123,-1.446,9.606,5
1.009,-1.169,9.691,5
0.861,-1.002,9.061,5
0.687,-0.993,9.034,5
0.617,-1.024,9.807,5
0.631,-1.023,10.176,5
0.676,-1.013,9.882,5
0.681,-1.01,9.42,5
0.692,-1.075,9.729,5
0.67,-1.183,10.071,5
0.633,-1.295,9.942,5
0.592,-1.378,9.14,5
0.622,-1.453,8.669,5
0.703,-1.546,8.637,4
0.717,-1.572,9.293,5
0.707,-1.441,9.754,5
0.67,-1.177,9.724,5
0.632,-0.87,9.291,5
0.613,-0.602,9.323,5
0.66,-0.513,9.725,5
0.708,-0.55,9.775,5
0.806,-0.611,9.252,5
0.804,-0.697,8.793,5
0.834,-0.9,8.968,5
0.896,-1.147,9.415,5
0.964,-1.306,9.519,5
0.987,-1.391,9.217,5
0.946,-1.382,9.208,5
0.898,-1.334,9.485,5
0.889,-1.208,9.353,5
0.882,-1.07,9.171,5
0.862,-0.986,9.017,4
0.772,-0.962,9.271,5
0.771,-0.9,9.6,5
0.665,-0.768,9.627,5
0.636,-0.641,9.699,5
0.694,-0.68,9.921,5
0.729,-0.889,10.227,5
0.813,-1.177,10.195,5
0.92,-1.444,10.151,5
0.938,-1.691,9.737,5
0.874,-1.84,9.682,5
0.808,-1.886,9.451,5
0.771,-1.744,9.154,5
0.78,-1.548,8.921,5
0.706,-1.357,9.151,5
0.592,-1.234,9.469,5
0.487,-1.105,9.705,5
0.489,-0.919,9.858,5
0.527,-0.746,10.147,4
0.609,-0.672,10.31,5
0.732,-0.648,10.24,5
0.825,-0.722,10.209,5
0.871,-0.975,10.042,5
0.857,-1.183,9.627,5
0.884,-1.462,9.03,5
0.974,-1.61,8.94,5
1.023,-1.551,9.495,5
0.855,-1.411,10.201,5
0.679,-1.022,10.449,5
0.544,-0.636,9.926,5
0.49,-0.431,9.683,5
0.527,-0.457,9.908,5
0.577,-0.576,10.363,5
0.686,-0.765,10.191,5
0.794,-0.792,9.737,5
0.845,-0.754,9.48,5
0.922,-0.775,9.616,4
1.026,-0.924,9.971,5
1.114,-1.197,10.108,5
1.17,-1.389,9.85,5
1.116,-1.442,9.536,5
1.073,-1.465,9.471,5
1.05,-1.485,9.527,5
0.964,-1.337,10.044,5
0.781,-1.237,10.13,5
0.641,-1.1,9.525,5
0.546,-1.055,9.478,5
0.506,-1.074,9.724,5
0.597,-1.137,9.949,5
0.757,-1.155,9.864,5
0.907,-1.134,9.859,5
1.008,-1.107,9.91,5
1.065,-1.119,10.091,5
1.056,-1.177,9.87,5
0.972,-1.306,9.293,4
0.86,-1.432,9.052,5
0.798,-1.493,9.078,5
0.791,-1.419,9.383,5
0.748,-1.229,9.45,5
0.653,-0.985,9.651,5
0.576,-0.839,9.493,5
0.565,-0.695,9.824,5
0.651,-0.626,9.888,5
0.756,-0.663,9.965,5
0.85,-0.709,9.931,5
0.889,-0.801,9.913,5
0.881,-0.861,9.927,5
0.855,-1.02,9.654,5
0.79,-1.234,9.176,5
0.75,-1.376,9.065,5
0.741,-1.285,9.29,5
0.787,-1.01,9.538,4
0.78,-0.806,9.8,5
0.652,-0.675,9.984,5
0.604,-0.598,10.196,5
0.646,-0.605,10.012,5
0.663,-0.737,9.78,5
0.637,-0.961,9.337,5
0.642,-1.182,9.184,5
0.686,-1.281,9.219,5
0.857,-1.315,9.049,5
0.932,-1.387,9.149,5
0.97,-1.442,9.418,5
1.08,-1.416,9.641,5
1.084,-1.406,9.451,5
1.017,-1.306,9.301,5
0.967,-1.171,9.294,5
0.909,-1.103,9.461,5
0.863,-1.108,9.719,5
0.75,-1.14,9.742,4
0.63,-1.126,9.629,5
0.533,-1.081,9.374,5
0.642,-1.102,9.531,5
0.771,-1.137,9.634,5
0.879,-1.081,10.003,5
0.934,-0.955,10.091,5
0.906,-0.753,10.255,5
0.912,-0.729,10.172,5
0.929,-0.88,9.962,5
0.986,-1.101,9.733,5
1.006,-1.152,9.578,5
0.952,-1.115,9.623,5
0.803,-0.963,9.586,5
0.611,-0.824,9.711,5
0.47,-0.79,9.632,5
0.464,-0.77,9.847,5
0.487,-0.773,10.025,5
0.53,-0.814,10.111,4
0.614,-0.855,10.035,5
0.679,-0.934,10.012,5
0.785,-1.1,10.033,5
0.838,-1.266,10.059,5
0.921,-1.402,9.674,5
0.99,-1.378,9.417,5
1.145,-1.217,9.257,5
1.137,-1.213,9.462,5
0.809,-1.245,9.752,5
0.711,-0.995,9.862,5
0.65,-0.846,10.027,5
0.509,-0.848,9.911,5
0.513,-0.998,9.729,5
0.608,-1.128,9.84,5
0.632,-1.177,10.035,5
0.698,-1.182,9.98,5
0.784,-1.197,9.354,5
0.913,-1.248,9.035,4
0.978,-1.394,8.963,5
0.971,-1.404,9.32,5
0.918,-1.326,9.374,5
0.899,-1.131,9.238,5
0.768,-0.949,9.2,5
0.689,-0.779,9.932,5
0.614,-0.585,10.596,5
0.569,-0.404,10.576,5
0.588,-0.338,9.858,5
0.631,-0.488,9.365,5
0.735,-0.907,9.59,5
0.83,-1.323,9.851,5
0.899,-1.5,9.554,5
0.856,-1.32,9.364,5
0.765,-0.98,9.494,5
0.632,-0.789,9.78,5
0.593,-0.906,9.818,5
0.574,-1.038,9.616,4
0.621,-1.095,9.292,5
0.702,-1.004,9.505,5
0.757,-0.909,9.631,5
0.76,-0.845,9.993,5
0.687,-0.931,9.856,5
0.667,-1.043,9.674,5
0.77,-1.179,9.26,5
0.873,-1.326,9.079,5
0.939,-1.489,9.209,5
0.951,-1.537,9.652,5
0.877,-1.528,9.888,5
0.765,-1.448,9.691,5
0.652,-1.337,9.355,5
0.581,-1.248,9.571,5
0.581,-1.221,9.783,5
0.598,-1.114,9.772,5
0.687,-1.059,9.409,4
0.736,-0.945,9.144,5
0.765,-0.811,9.571,5
0.73,-0.816,9.742,5
0.657,-0.945,9.461,5
0.623,-1.099,8.804,5
0.602,-1.116,8.701,5
0.589,-1.115,9.03,5
0.585,-1.091,9.283,5
0.628,-0.986,9.51,5
0.64,-0.933,9.37,5
0.654,-0.906,9.602,5
0.734,-0.902,9.866,5
0.826,-0.906,9.95,5
0.925,-0.914,9.603,5
0.953,-0.945,9.412,5
0.897,-1.092,9.174,5
0.783,-1.241,9.222,5
0.632,-1.279,9.278,4
0.548,-1.295,9.253,5
0.474,-1.345,9.512,5
0.405,-1.35,9.713,5
0.446,-1.259,9.915,5
0.559,-1.169,10.028,5
0.709,-1.073,10.025,5
0.811,-1.147,10.022,5
0.872,-1.47,9.754,5
0.927,-1.85,9.453,5
0.908,-2.093,9.077,5
0.835,-1.958,9.009,5
0.709,-1.818,9.01,5
0.559,-1.717,9.097,5
0.473,-1.623,9.421,5
0.472,-1.555,9.761,5
0.513,-1.541,9.88,5
0.673,-1.556,9.932,5
0.758,-1.621,9.998,4
0.787,-1.666,10.19,5
0.768,-1.689,10.032,5
0.728,-1.755,9.562,5
0.675,-1.893,8.972,5
0.645,-2.074,8.763,5
0.61,-2.126,9.217,5
0.514,-2.051,9.734,5
0.41,-1.82,9.944,5
0.275,-1.543,9.908,5
0.212,-1.309,9.967,5
0.21,-1.315,9.997,5
0.265,-1.379,10.04,5
0.34,-1.537,9.593,5
0.423,-1.766,9.084,5
0.592,-1.904,9.045,5
0.678,-1.955,9.299,5
0.755,-1.897,9.625,5
0.773,-1.821,9.684,4
0.727,-1.791,9.612,5
0.692,-1.893,9.361,5
0.723,-2.065,9.28,5
0.774,-2.163,9.331,5
0.814,-2.258,9.46,5
0.746,-2.211,9.459,5
0.74,-2.097,9.447,5
0.71,-2.027,9.3,5
0.724,-2.017,9.133,5
0.771,-2.121,9.018,5
0.844,-2.234,9.257,5
0.82,-2.28,9.457,5
0.765,-2.197,9.619,5
0.692,-2.072,9.484,5
0.604,-1.926,9.556,5
0.582,-1.969,9.732,5
0.581,-2.016,9.741,5
0.615,-2.043,9.431,4
0.692,-1.986,8.944,5
0.781,-1.96,9.047,5
0.845,-1.809,9.579,5
0.78,-1.893,9.777,5
0.674,-1.797,9.823,5
0.541,-1.728,9.641,5
0.46,-1.76,9.367,5
0.455,-1.91,9.302,5
0.514,-2.067,9.191,5
0.531,-2.077,9.366,5
0.649,-2.076,9.574,5
0.695,-1.988,9.61,5
0.692,-1.922,9.364,5
0.704,-1.89,9.255,5
0.692,-1.853,9.424,5
0.676,-1.857,9.889,5
0.622,-1.897,9.937,4
0.563,-1.917,9.601,5
0.518,-1.978,9.308,5
0.52,-2.06,9.436,5
0.569,-2.149,9.705,5
0.589,-2.281,9.832,5
0.584,-2.378,9.472,5
0.602,-2.392,9.288,5
0.731,-2.334,9.167,5
0.905,-2.27,9.142,5
1.046,-2.284,9.121,5
1.083,-2.35,9.369,5
1.031,-2.389,9.414,5
0.968,-2.369,9.15,5
0.97,-2.28,8.772,5
0.942,-2.175,9.076,5
0.938,-2.106,9.674,5
0.914,-2.076,10.083,5
0.855,-2.056,9.8,4
0.832,-2.053,9.574,5
0.818,-2.112,9.619,5
0.745,-2.203,10.044,5
0.742,-2.276,10.107,5
0.716,-2.17,9.905,5
0.605,-2.022,9.649,5
0.504,-1.837,9.575,5
0.474,-1.794,9.424,5
0.473,-1.838,9.387,5
0.501,-1.871,9.295,5
0.435,-1.803,9.421,5
0.385,-1.709,9.639,5
0.316,-1.585,9.771,5
0.253,-1.541,10.071,5
0.304,-1.638,10.11,5
0.402,-1.961,9.968,5
0.58,-2.254,9.759,5
0.75,-2.524,9.509,4
0.869,-2.634,9.771,5
0.922,-2.614,9.918,5
0.873,-2.487,9.743,5
0.855,-2.376,9.372,5
0.823,-2.345,9.009,5
0.779,-2.375,8.913,5
0.749,-2.389,9.269,5
0.727,-2.313,9.522,5
0.738,-2.211,9.727,5
0.765,-2.046,9.689,5
0.817,-1.962,9.799,5
0.907,-1.992,10.055,5
0.957,-2.11,10.252,5
1.015,-2.262,9.968,5
1.074,-2.497,9.403,5
1.156,-2.685,9.048,5
1.154,-2.815,9.055,5
1.095,-2.825,9.143,4
0.905,-2.686,9.071,5
0.58,-2.489,8.949,5
0.527,-2.171,9.293,5
0.458,-1.877,9.583,5
0.436,-1.7,10.131,5
0.556,-1.595,10.158,5
0.678,-1.6,10.136,5
0.811,-1.742,10.051,5
0.917,-1.981,9.722,5
0.968,-2.279,9.483,5
0.907,-2.579,9.011,5
0.841,-2.715,8.849,5
0.766,-2.631,9.287,5
0.608,-2.44,9.781,5
0.481,-2.161,10.075,5
0.388,-1.847,10.15,5
0.359,-1.718,10.057,5
0.374,-1.782,10.076,4
0.445,-1.951,9.874,5
0.527,-2.16,9.54,5
0.565,-2.255,9.353,5
0.654,-2.237,9.177,5
0.735,-2.16,9.049,5
0.845,-2.183,9.05,5
0.941,-2.302,9.087,5
0.984,-2.507,9.451,5
1.016,-2.494,9.512,5
1.042,-2.293,9.501,5
1.082,-2.07,9.655,5
1.027,-1.932,10.068,5
0.897,-1.912,10.161,5
0.813,-1.936,9.621,5
0.7,-2.012,9.084,5
0.67,-2.08,8.767,5
0.685,-2.185,8.742,4
0.708,-2.188,8.823,5
0.72,-2.084,8.988,5
0.723,-1.909,9.636,5
0.676,-1.714,10.029,5
0.591,-1.54,10.267,5
0.566,-1.528,9.896,5
0.581,-1.6,9.66,5
0.663,-1.758,9.601,5
0.768,-2.053,9.469,5
0.791,-2.249,9.155,5
0.753,-2.265,8.945,5
0.588,-2.165,8.932,5
0.423,-1.978,9.389,5
0.344,-1.867,9.351,5
0.332,-1.863,9.22,5
0.41,-1.897,9.416,5
0.566,-1.954,9.796,5
0.73,-1.988,9.978,4
0.9,-2.028,10.045,5
0.996,-2.131,9.919,5
1.002,-2.228,9.842,5
1.002,-2.333,9.786,5
0.971,-2.427,9.367,5
0.921,-2.432,9.268,5
0.9,-2.408,9.153,5
0.874,-2.315,9.593,5
0.802,-2.187,9.987,5
0.704,-1.985,10.133,5
0.576,-1.84,10.341,5
0.536,-1.71,9.994,5
0.563,-1.751,9.782,5
0.667,-1.961,9.572,5
0.82,-2.15,9.587,5
1.015,-2.169,9.635,5
1.115,-2.067,9.481,5
1.109,-1.877,9.631,4
1.058,-1.796,9.826,5
0.972,-1.779,9.993,5
0.812,-1.839,9.883,5
0.658,-1.796,9.792,5
0.533,-1.812,9.556,5
0.477,-1.887,9.505,5
0.422,-2.007,9.458,5
0.395,-2.051,9.516,5
0.382,-1.969,9.802,5
0.332,-1.776,9.932,5
0.381,-1.617,9.573,5
0.425,-1.566,9.443,5
0.49,-1.705,9.675,5
0.528,-1.884,10.04,5
0.57,-2.114,10.082,5
0.517,-2.272,9.647,5
0.433,-2.369,9.442,5
0.345,-2.372,9.465,4
0.292,-2.277,9.693,5
0.35,-2.217,9.393,5
0.402,-2.23,9.17,5
0.473,-2.283,9.154,5
0.574,-2.334,9.47,5
0.651,-2.367,9.664,5
0.713,-2.261,9.782,5
0.721,-2.166,9.674,5
0.737,-2.07,9.789,5
0.714,-2.092,9.533,5
0.795,-2.225,9.325,5
0.871,-2.418,8.993,5
0.915,-2.546,9.034,5
0.934,-2.526,9.256,5
0.889,-2.445,9.603,5
0.792,-2.304,9.482,5
0.722,-2.154,9.359,5
0.645,-1.979,9.266,4
0.651,-1.862,9.479,5
0.666,-1.814,9.464,5
0.687,-1.805,9.69,5
0.684,-1.855,9.531,5
0.687,-1.84,9.67,5
0.699,-1.896,9.737,5
0.664,-1.916,9.804,5
0.59,-1.991,9.791,5
0.576,-2.081,9.882,5
0.556,-2.17,9.581,5
0.56,-2.17,9.371,5
0.581,-2.149,9.213,5
0.51,-2.135,9.64,5
0.514,-2.033,9.608,5
0.465,-1.989,9.444,5
0.435,-1.997,8.962,5
0.391,-1.961,8.914,5
0.342,-1.998,9.214,4
0.332,-2.051,9.439,5
0.41,-2.086,9.506,5
0.452,-2.108,9.379,5
0.508,-2.082,9.637,5
0.579,-2.071,9.823,5
0.624,-2.119,9.626,5
0.663,-2.279,9.241,5
0.76,-2.503,9.231,5
0.826,-2.624,9.661,5
0.808,-2.628,9.855,5
0.842,-2.505,9.636,5
0.805,-2.358,9.4,5
0.765,-2.212,9.49,5
0.777,-2.15,9.576,5
0.826,-2.111,9.628,5
0.897,-2.078,9.457,5
0.91,-2.05,9.423,4
0.938,-2.008,9.841,5
0.89,-2.008,9.786,5
0.787,-2.026,9.316,5
0.722,-2.324,9.086,5
0.694,-2.392,9.238,5
0.684,-2.441,9.53,5
0.702,-2.343,9.563,5
0.789,-2.14,9.622,5
0.798,-1.995,9.941,5
0.776,-1.881,10.326,5
0.739,-1.855,10.513,5
0.66,-1.913,10.238,5
0.51,-2.068,9.557,5
0.396,-2.17,9.226,5
0.332,-2.275,9.286,5
0.303,-2.341,9.571,5
0.27,-2.368,9.613,5
0.241,-2.347,9.515,4
0.276,-2.351,9.643,5
0.364,-2.237,9.801,5
0.517,-2.172,9.907,5
0.715,-2.121,9.869,5
0.86,-2.089,9.822,5
0.903,-2.064,9.84,5
0.84,-2.001,9.694,5
0.738,-2.024,9.155,5
0.64,-2.154,9.08,5
0.575,-2.233,9.279,5
0.502,-2.226,9.585,5
0.452,-2.111,9.393,5
0.464,-1.901,9.39,5
0.58,-1.788,9.606,5
0.717,-1.726,9.796,5
0.834,-1.79,10.021,5
1.02,-1.844,9.626,5
1.124,-1.915,9.226,4
1.234,-1.939,9.176,5
1.212,-1.951,9.143,5
1.161,-1.924,9.157,5
1.095,-1.923,9.007,5
0.936,-1.879,9.103,5
0.713,-1.847,9.42,5
0.542,-1.805,9.843,5
0.392,-1.714,10.116,5
0.319,-1.728,10.247,5
0.348,-1.821,10.132,5
0.439,-1.965,10.115,5
0.594,-2.203,9.776,5
0.683,-2.437,9.513,5
0.758,-2.674,9.124,5
0.797,-2.784,8.961,5
0.764,-2.678,8.811,5
0.668,-2.3,9.062,5
0.536,-1.941,9.382,4
0.41,-1.738,9.677,5
0.291,-1.705,9.786,5
0.183,-1.799,9.958,5
0.084,-1.994,10.022,5
0.05,-2.137,10.078,5
0.106,-2.268,9.668,5
0.205,-2.394,9.532,5
0.379,-2.519,9.433,5
0.565,-2.634,9.326,5
0.743,-2.748,9.035,5
0.896,-2.781,8.707,5
0.939,-2.617,8.666,5
0.887,-2.357,9.014,5
0.844,-2.055,9.436,5
0.795,-1.708,9.715,5
0.767,-1.428,9.982,5
0.758,-1.305,10.16,5
0.745,-1.214,10.669,4
0.736,-1.275,10.536,5
0.794,-1.477,10.047,5
0.952,-1.873,9.45,5
1.029,-2.461,9.33,5
0.999,-2.794,9.301,5
0.918,-2.815,9.298,5
0.833,-2.659,9.273,5
0.662,-2.358,9.289,5
0.571,-2.03,9.738,5
0.563,-1.807,9.998,5
0.594,-1.605,10.387,5
0.626,-1.486,10.32,5
0.654,-1.465,10.158,5
0.704,-1.533,10.264,5
0.682,-1.749,10.068,5
0.598,-1.986,9.916,5
0.545,-2.291,9.262,4
0.483,-2.522,9.135,5
0.428,-2.674,9.368,5
0.389,-2.739,9.446,5
0.393,-2.786,9.25,5
0.409,-2.748,9.068,5
0.433,-2.563,9.376,5
0.382,-2.322,9.916,5
0.319,-2.079,9.847,5
0.25,-1.91,9.613,5
0.254,-1.837,9.524,5
0.348,-1.759,9.73,5
0.465,-1.835,9.638,5
0.597,-1.965,9.206,5
0.735,-2.153,8.801,5
0.793,-2.343,8.783,5
0.79,-2.425,9.021,5
0.788,-2.321,9.231,5
0.834,-2.168,9.004,4
0.836,-2.008,9.079,5
0.866,-1.934,9.377,5
0.941,-1.898,9.874,5
0.973,-1.829,9.701,5
0.954,-1.762,9.616,5
0.946,-1.755,9.399,5
0.954,-1.799,9.378,5
1.004,-1.919,9.39,5
1.042,-1.99,9.201,5
1.051,-1.975,9.201,5
0.952,-1.958,9.132,5
0.845,-1.887,9.221,5
0.774,-1.834,9.235,5
0.712,-1.841,9.458,5
0.683,-1.875,9.807,5
0.728,-1.923,9.843,5
0.762,-1.943,9.763,5
0.726,-1.858,9.538,4
0.708,-1.831,9.323,5
0.72,-1.845,9.135,5
0.715,-1.9,8.92,5
0.657,-1.923,9.007,5
0.563,-1.879,9.304,5
0.514,-1.759,9.829,5
0.407,-1.57,9.983,5
0.347,-1.456,9.787,5
0.321,-1.517,9.616,5
0.367,-1.667,9.765,5
0.385,-1.875,9.89,5
0.415,-1.949,9.774,5
0.49,-1.866,9.355,5
0.539,-1.686,9.032,5
0.635,-1.529,9.09,5
0.703,-1.524,9.226,5
0.676,-1.482,9.391,5
0.642,-1.371,9.298,4
0.61,-1.193,9.31,5
0.698,-1.029,9.606,5
0.822,-0.926,9.889,5
0.853,-0.887,10.156,5
0.876,-0.931,10.102,5
0.881,-1.122,10.006,5
0.903,-1.441,9.47,5
0.946,-1.704,9.319,5
0.992,-1.923,9.28,5
0.98,-1.938,9.428,5
0.929,-1.803,9.452,5
0.82,-1.593,9.396,5
0.696,-1.44,9.627,5
0.629,-1.403,9.618,5
0.616,-1.457,9.39,5
0.724,-1.479,9.168,5
0.77,-1.419,9.328,5
0.824,-1.308,9.772,4
0.84,-1.205,10.126,5
0.798,-1.194,10.209,5
0.801,-1.425,9.758,5
0.845,-1.709,9.6,5
0.848,-1.97,9.395,5
0.78,-2.105,9.214,5
0.723,-2.121,8.961,5
0.681,-1.995,9.427,5
0.586,-1.782,10.093,5
0.486,-1.56,10.445,5
0.394,-1.384,10.24,5
0.322,-1.242,9.938,5
0.28,-1.205,9.955,5
0.334,-1.26,10.042,5
0.428,-1.355,9.95,5
0.595,-1.496,9.637,5
0.74,-1.577,9.569,4
0.834,-1.556,9.925,5
0.867,-1.461,9.928,5
0.846,-1.336,9.494,5
0.821,-1.312,9.188,5
0.799,-1.395,9.279,5
0.871,-1.465,9.702,5
0.914,-1.459,9.979,5
0.875,-1.247,10.134,5
0.75,-1.005,9.927,5
0.678,-0.876,9.939,5
0.68,-1.036,9.897,5
0.697,-1.276,10.206,5
0.758,-1.558,10.208,5
0.806,-1.654,9.983,5
0.865,-1.64,9.658,5
0.877,-1.66,9.772,5
0.957,-1.794,9.696,5
0.989,-1.917,9.65,4
0.881,-1.925,9.421,5
0.835,-1.757,9.297,5
0.803,-1.55,9.292,5
0.764,-1.362,9.379,5
0.765,-1.286,9.652,5
0.675,-1.319,9.951,5
0.594,-1.45,9.951,5
0.531,-1.585,9.862,5
0.567,-1.721,9.727,5
0.607,-1.764,9.595,5
0.733,-1.771,9.741,5
0.826,-1.778,9.604,5
0.829,-1.742,9.691,5
0.767,-1.856,9.406,5
0.67,-1.891,9.396,5
0.542,-1.886,9.308,5
0.497,-1.779,9.276,5
0.498,-1.574,9.372,4
0.5,-1.319,9.471,5
0.509,-1.084,9.689,5
0.523,-1.029,9.675,5
0.566,-1.067,9.411,5
0.709,-1.312,9.138,5
0.817,-1.513,9.193,5
0.876,-1.597,9.2,5
0.864,-1.62,9.281,5
0.845,-1.53,9.216,5
0.781,-1.495,9.358,5
0.79,-1.587,9.476,5
0.843,-1.681,9.585,5
0.836,-1.749,9.507,5
0.849,-1.69,9.567,5
0.821,-1.545,9.439,5
0.808,-1.398,9.24,5
0.848,-1.357,8.996,5
0.844,-1.395,9.038,4
0.807,-1.537,9.186,5
0.728,-1.635,9.435,5
0.669,-1.677,9.38,5
0.718,-1.641,9.234,5
0.772,-1.634,9.229,5
0.857,-1.696,9.404,5
0.942,-1.758,9.76,5
0.934,-1.785,9.918,5
0.911,-1.752,9.871,5
0.81,-1.695,9.338,5
0.792,-1.662,8.971,5
0.822,-1.738,9.005,5
0.751,-1.749,9.474,5
0.653,-1.758,9.728,5
0.529,-1.617,9.685,5
0.47,-1.425,9.386,5
0.465,-1.277,9.546,5
0.566,-1.266,9.842,4
0.738,-1.309,9.922,5
0.839,-1.42,9.545,5
0.891,-1.529,9.368,5
0.876,-1.581,9.38,5
0.851,-1.615,9.607,5
0.818,-1.616,9.657,5
0.793,-1.61,9.216,5
0.746,-1.529,9.244,5
0.719,-1.459,9.332,5
0.692,-1.417,9.814,5
0.714,-1.378,9.861,5
0.734,-1.294,9.908,5
0.75,-1.234,9.961,5
0.718,-1.231,9.878,5
0.763,-1.292,9.785,5
0.796,-1.622,9.343,5
0.846,-1.917,9.344,4
0.882,-2.122,9.373,5
0.945,-2.123,9.627,5
0.932,-1.954,9.741,5
0.902,-1.686,9.766,5
0.836,-1.566,9.84,5
0.853,-1.582,9.706,5
0.834,-1.722,9.657,5
0.896,-1.9,9.744,5
0.924,-1.92,9.457,5
0.898,-1.79,9.391,5
0.909,-1.609,9.365,5
0.821,-1.553,9.419,5
0.83,-1.603,9.573,5
0.9,-1.761,9.656,5
1.001,-1.845,9.931,5
1.07,-1.809,9.842,5
1.094,-1.688,10.002,5
1.039,-1.467,10.118,4
0.981,-1.391,10.11,5
0.994,-1.452,9.891,5
0.989,-1.583,9.564,5
0.962,-1.698,9.544,5
0.955,-1.614,9.538,5
0.919,-1.432,9.611,5
0.863,-1.245,9.482,5
0.836,-1.178,9.492,5
0.799,-1.193,9.661,5
0.834,-1.336,9.772,5
0.805,-1.473,9.914,5
0.805,-1.528,10.085,5
0.834,-1.458,10.073,5
0.934,-1.465,9.798,5
1.016,-1.581,9.549,5
1.089,-1.746,9.633,5
1.054,-1.919,9.711,5
0.929,-1.982,9.592,4
0.804,-1.853,9.346,5
0.714,-1.656,8.905,5
0.602,-1.564,9.037,5
0.567,-1.495,9.5,5
0.571,-1.49,9.891,5
0.595,-1.533,9.832,5
0.624,-1.454,9.683,5
0.722,-1.401,9.473,5
0.908,-1.48,9.65,5
1.056,-1.641,9.668,5
1.024,-1.908,9.33,5
0.983,-2.048,8.997,5
0.871,-2.013,8.821,5
0.813,-1.823,8.973,5
0.813,-1.644,9.06,5
0.791,-1.342,9.463,5
0.779,-1.136,9.726,5
0.718,-0.955,9.729,4
0.67,-0.929,9.595,5
0.723,-1.057,9.342,5
0.792,-1.226,9.26,5
0.905,-1.426,9.26,5
0.931,-1.496,9.185,5
0.912,-1.424,9.097,5
0.872,-1.287,9.047,5
0.91,-1.245,9.094,5
0.953,-1.327,9.332,5
0.993,-1.368,9.382,5
0.974,-1.372,9.66,5
0.933,-1.24,9.607,5
0.783,-1.074,9.435,5
0.642,-1.011,9.106,5
0.546,-1.039,9.347,5
0.587,-1.177,9.686,5
0.701,-1.291,9.813,5
0.838,-1.258,9.929,4
0.939,-1.254,9.542,5
1.009,-1.215,9.61,5
1.133,-1.376,9.693,5
1.191,-1.489,9.83,5
1.201,-1.576,9.663,5
1.156,-1.506,9.215,5
1.024,-1.381,9.073,5
0.895,-1.249,9.021,5
0.774,-1.202,9.434,5
0.777,-1.172,9.634,5
0.8,-1.115,9.674,5
0.792,-1.068,9.585,5
0.875,-1.012,9.579,5
0.917,-1.062,9.835,5
0.996,-1.19,10.082,5
1.049,-1.267,9.874,5
1.068,-1.242,9.446,5
1.161,-1.193,9.048,4
1.145,-1.155,9.35,5
1.097,-1.133,9.608,5
1.004,-1.169,9.648,5
0.911,-1.231,9.527,5
0.778,-1.204,9.696,5
0.706,-1.041,10.013,5
0.752,-0.842,9.982,5
0.801,-0.667,9.962,5
0.805,-0.696,9.938,5
0.824,-0.824,10.152,5
0.849,-1.016,10.202,5
0.857,-1.164,10.069,5
0.858,-1.34,9.751,5
0.881,-1.452,9.551,5
0.928,-1.475,9.403,5
0.928,-1.447,9.462,5
0.96,-1.272,9.327,4
0.752,-1.18,9.292,5
0.591,-1.023,9.378,5
0.549,-0.72,9.533,5
0.649,-0.525,10.02,5
0.75,-0.597,10.068,5
0.856,-0.85,10.158,5
0.91,-1.151,10.425,5
0.941,-1.438,10.086,5
1.006,-1.606,9.566,5
1.046,-1.765,9.625,5
1.144,-1.834,9.79,5
1.237,-1.788,9.669,5
1.303,-1.657,9.764,5
1.292,-1.484,9.753,5
1.159,-1.386,9.457,5
0.996,-1.241,9.634,5
0.863,-1.117,9.769,5
0.73,-0.957,9.745,4
0.599,-0.907,9.51,5
0.613,-0.902,9.308,5
0.654,-0.961,9.641,5
0.76,-1.045,9.779,5
0.898,-1.175,9.818,5
1.045,-1.278,9.591,5
